,annotation_id,line_id,start,end,label,label_text,merged
2024,3185,2790,323,331,MISC,Faustins,False
2025,30705_40469_3187,2791,54,68,TIME,in dem J. 1787,True
2027,3190,2793,244,252,LOC,Griechen,False
2030,3193,2793,353,366,ORG,deutsche Oper,False
2033,30712_40480_3197,2794,76,87,TIME,vom J. 1786,True
2034,30713_40481_3198,2794,100,110,TIME,v. J. 1786,True
2068,30811_3271,2876,102,111,LOC,Holländer,True
2087,3295,2887,32,40,LOC,Europäer,False
2109,30873_40648_3322,2960,84,92,LOC,O⸗Tahiti,True
2121,3334,2980,33,40,MISC,ooρατιe,False
2122,3335,2981,5,10,MISC,oxoxæ,False
2125,3340,2987,0,49,MISC,Uiber die Art Menschenglückseligkeit zu bestimmen,False
2135,30913_40680_3351,2996,17,27,TIME,im J. 1787,True
2148,30945_40712_3375,3009,29,64,ORG,Wirzburger Kranlengeselleninstitnts,True
2151,3379,3011,139,264,MISC,"Abhandlungen, und vollstäudige, theoretische und practische Anleitungen, daals Philosophie von Menschenglückseligkeit geredet",False
2159,3416,3036,24,113,MISC,ersuche und Beobachtungen über die Angewöhnung ausländischer Pflanzen an den westphälisch,False
2161,3418,3037,0,13,MISC,Himmelsstrich,False
2163,31009_40776_3421,3039,17,55,ORG,neuen Hof⸗ und akademischen Buchhandl.,True
2164,3422,3039,56,60,LOC,1787,False
2180,3445,3068,9,12,ORG,Joh,False
2182,3447,3069,0,13,ORG,Adam Hörling.,False
2187,3453,3075,69,75,ORG,Kirche,False
2193,3460,3080,111,123,ORG,Christenheit,False
2196,3464,3088,82,90,PER,Aposteln,False
2197,3465,3092,9,31,PER,Nachfolger der Apostel,False
2198,40870_31084_3466,3092,40,74,TIME,vor dem Ende des 4ten Jahrhunderts,True
2201,3471,3098,56,65,ORG,Bischöfen,False
2202,40878_3472,3098,189,208,ORG,Canonen der Apostel,True
2203,3473,3098,201,208,PER,Apostel,False
2209,3484,3107,35,58,LOC,im päpstlichen Gebiethe,False
2216,31120_40897_3495,3110,171,196,PER,vornehmste Apostel Petrus,True
2237,3525,3142,31,56,EVENT,am Jahrstage seines Todes,False
2250,3543,3157,30,37,ORG,Britten,False
2251,3544,3158,43,51,ORG,Wälschen,False
2252,3545,3159,8,15,ORG,Gallier,False
2263,3566,3175,0,11,PER,Mitarbeiter,False
2266,40998_3570,3177,112,131,ORG,Herren Protestanten,True
2268,3577,3179,282,288,ORG,Kirche,False
2280,41091_3643,3207,30,49,ORG,Herren Protestanten,True
2284,3650,3208,61,67,PER,Christ,False
2286,3655,3210,72,74,PER,HH,False
2289,3662,3213,33,35,PER,HH,False
2312,3719,3238,0,10,ORG,Brandmayer,False
2342,41272_3780,3374,76,109,ORG,Seeräubern von Tunis und Tripolis,True
2345,3783,3379,19,27,PER,Christen,False
2371,31470_41330_3819,3435,62,80,PER,h. Augustins Ench.,True
2380,3834,3461,79,85,PER,Vätern,False
2382,3838,3472,0,129,MISC,Sammlung verschiedener Abhandlungen über einige vorzügliche Gegenstände der Weltweisheit aus den Schriften der besten Philosophen,False
2411,31539_41419_3875,3527,0,37,ORG,Akädemie der Wissenschaften in Berlin,True
2417,3884,3535,0,3,MISC,Sam,False
2420,3887,3536,0,81,MISC,Steinbarts gemeinnützige Anleitung des Verstandes zum regelmässigen Selbstdenken.,False
2434,3912,3574,0,10,LOC,Vindobonae,False
2435,3913,3574,20,36,ORG,Christiani Frid.,False
2437,3915,3575,0,7,ORG,Vappler,False
2446,3924,3583,108,116,ORG,Griechen,False
2447,3925,3584,8,17,ORG,Lateinern,False
2458,3936,3588,126,135,ORG,Casuisten,False
2459,3937,3588,140,153,ORG,Decretalisten,False
2460,3939,3590,22,30,ORG,Jesuiten,False
2461,3940,3591,25,42,ORG,Gesellschaft Jesu,False
2465,3947,3591,203,227,PER,osterreichischen Schüler,False
2469,3954,3599,17,29,PER,Kirchenväter,False
2471,3957,3601,68,90,TIME,Zeiten der Reformation,False
2473,3959,3602,111,117,ORG,Kirche,False
2489,31647_41538_3979,3613,23,43,TIME,im 2ten Jahrhunderte,True
2493,31651_41541_3983,3615,4,25,TIME,im 13ten Jahrhunderte,True
2496,3988,3617,4,73,MISC,Werth der Freundschaft in verschiedenen Lagen des menschlichen Lebens,False
2530,4046,3635,0,47,MISC,Ode anf die Coadjntorswahl zu Worms den 19. Jun,False
2533,4049_31715_41614_4050,3635,40,54,TIME,19. Juny. 1787,True
2554,4078,3663,319,344,PER,biblischen Schriftsteller,False
2558,31747_41654_4082,3667,23,31,PER,H. Verf.,True
2608,4151,3714,50,61,PER,päpstlichen,False
2612,4155,3717,11,43,ORG,J. G. Weingand und Franz Ferstl.,False
2614,4157,3718,0,4,LOC,1788,False
2617,4162,3722,87,115,PER,österreichische (n) Regenten,False
2654,31859_41863_4210,3766,85,100,TIME,am 21sten Jäner,True
2656,4211_31860_41864_4212,3766,101,173,PER,"P. Johann Damascen Kleienmayrn, Benedictiner von Wessobrunn, und bisher.",True
2669,31875_41886_4230,3771,139,175,PER,Seine Majestät der Könia von England,True
2670,4234,3772,0,14,PER,Ebrenbezenaung,False
2680,4254,3785,0,2,LOC,Jn,False
2683,31911_4260,3798,11,37,TIME,am Ende des vorigen Jahres,True
2692,31936_41967_4281,3804,13,26,TIME,17 Jän. 1788.,True
2706,4298,3823,0,105,MISC,"Ueber die ersten Gewächse unsero Erdkörpers, und den vom Schöpfer eingeschränkten Platz ihres Aufenthalts",False
2710,4303,3827,5,106,MISC,Bemerkungen über die jetzige Verfassung der katholischen Kirche in den südlichen Theilen Deutschlands,False
2717,41997_4310,3830,46,71,ORG,katholischen Deutschlands,True
2718,31964_41998_4311,3831,101,131,LOC,im lieben deutschen Vaterlande,True
2719,4312,3831,111,131,ORG,deutschen Vaterlande,False
2720,41999_4313,3832,56,80,ORG,protestantische Religion,True
2723,4317,3833,202,223,EVENT,katholischen Reformen,False
2728,4322,3835,158,163,PER,Papst,False
2739,42043_4341,3852,33,54,ORG,katholische Theologie,True
2741,42046_4345,3853,44,70,ORG,katholische Schriftsteller,True
2747,42059_4354,3858,357,388,ORG,protestantische Religionssystem,True
2751,4360,3861,0,73,MISC,"Einige Reisebemerkungen über das südliche Deutschland, von eben demselben",False
2759,32010_42077_4369,3866,36,57,PER,Friederich den Großen,True
2766,4377,3874,38,49,ORG,Prof. Adler,False
2767,4378,3875,32,38,ORG,Jndier,False
2787,4410,3915,13,18,PER,Rauni,False
2789,4413,3919,0,144,MISC,"Ueber die vermeinten seeräuberischen Unternehmungen der sogenannten Nordmänner, oder Dänen wider dre Franzosen im neunten und zehnten Jahrhunder",False
2798,4424,3926,0,29,MISC,Seschichte eines Kindesmordes,False
2810,42191_4444,3939,12,30,ORG,Verlage bey Bernh.,True
2812,4446,3940,0,6,ORG,Kälin.,False
2835,4538,3999,0,133,MISC,Ueber die zweckmäßigste Vereinigung der Wachsamkeit des Staates über wahre Gottesverehrung mit Religionsduldung und Gewissensfreyheit,False
2840,42324_4548,4012,325,346,ORG,christlichen Religion,True
2845,4556,4016,14,23,PER,Recension,False
2847,4558,4020,0,43,MISC,Charakteristische Züge zur Menschenkenntniß,False
2854,4568,4035,0,46,MISC,Schutzschriften gegen personelle Verläumdungen,False
2855,4570,4036,24,50,ORG,apologetische Gesellschaft,False
2856,4573,4038,77,93,PER,gekränkten Manne,False
2857,4574,4038,133,151,PER,ungenannten Freund,False
2858,4577,4039,17,28,PER,Herausgeber,False
2862,4583,4044,0,49,MISC,Schutzschriften gegen Recensionsungerechtigkeiten,False
2863,4585,4047,40,59,ORG,neue Gelehrtenverem,False
2864,4587,4047,194,218,PER,gemißhandelten Gelehrten,False
2865,4589,4049,4,16,ORG,Gesellschaft,False
2866,4590,4049,30,59,ORG,Mitgliedern aller Confeßionen,False
2869,4593,4051,153,172,ORG,dieser Gesellschaft,False
2871,4596,4054,97,107,ORG,Jesuitisms,False
2881,4611,4072,12,16,PER,Mann,False
2883,4613,4072,55,67,ORG,Christenthum,False
2886,42387_4618,4074,34,46,MISC,Kants Kritik,True
2888,42390_4620,4075,44,56,MISC,Kants Rritik,True
2898,42400_4633,4078,80,96,MISC,Kantschen Kritik,True
2917,42430_4656,4097,4,30,ORG,katholischen Deutschlandes,True
2918,42431_4657,4097,4,30,LOC,katholischen Deutschlandes,True
2921,42436_4661,4101,64,107,MISC,romisch⸗ katholische Messe lat. und deutsch,True
2930,4674,4107,0,34,MISC,Almanach für Aerzte und Nichtärzte,False
2936,42457_4681,4110,88,119,LOC,in den bsterreichischen Staaten,True
2947,4694,4118,11,16,PER,Manne,False
2953,4702,4123,0,48,MISC,Aufforderung um Beyträge von musitalischen Curen,False
2954,42480_4704,4124,4,36,MISC,medicinischen Apostel in Rußland,True
2956,4707,4126,0,24,MISC,Medieinische Neuigkeiten,False
2957,4708,4128,0,82,MISC,"Lebensbeschreibungen des D. Paul, Jacob Malouin, und des Prof. Bernhard de Jussieu",False
2963,4714,4133,4,46,MISC,specifisches Steimmttel aus der alten Welt,False
2964,4717,4135,0,33,MISC,Konig Gustav und der Kunstrichter,False
2965,4718,4136,4,10,MISC,Räuber,False
2969,4726,4141,0,11,ORG,Würtemderg.,False
2974,32328_42508_4733,4145,0,10,TIME,Jm J. 1784,True
2977,4742,4148,4,42,MISC,Krankheiten und Gespenster in Parallel,False
2978,4743,4150,4,24,MISC,Grab des Hippokrates,False
2980,4745,4151,4,26,MISC,jetzige Studiermethode,False
2981,4746,4152,4,31,MISC,Medicinalpersonale in Paris,False
2983,4748,4154,4,23,MISC,Doctorversteigerung,False
2984,4749,4155,4,39,MISC,Vorzüge und Alterthum der Chirurgie,False
2985,4750,4156,4,12,MISC,Wahrheit,False
2986,4751,4158,4,30,MISC,Paar Worte über das Küssen,False
2987,4752,4159,4,14,MISC,Titelsucht,False
2989,4754,4161,0,18,MISC,Griechische Klinik,False
2990,4755,4163,0,34,MISC,Groß⸗und kleinstädtische Akademien,False
2992,4757,4165,0,14,MISC,Moses und Hiob,False
2994,4759,4166,4,30,MISC,"Sachen, die gesucht werden",False
2995,4760,4167,4,23,MISC,Auszüge aus Briefen,False
2996,4762,4168,0,10,MISC,Todesfälle,False
2997,4763,4168,20,33,MISC,Beforderungen,False
2998,4765,4169,40,51,TIME,dieses Jahr,False
3005,4773,4174,9,37,ORG,J. Thomas Edlen vonTrattnern,False
3009,42543_4784,4183,11,45,ORG,dortigen lateinischen Gesellschaft,True
3014,4797,4204,12,20,ORG,deutsche,False
3015,4798,4205,66,77,PER,päpstlichen,False
3018,4801,4207,57,63,ORG,Päpste,False
3020,4803,4207,185,197,ORG,Metropoliten,False
3022,32381_42566_4807,4209,70,89,TIME,im 8ten Jahrhundert,True
3024,4809,4211,28,35,PER,Papstes,False
3029,4816,4214,40,53,ORG,unsere Nation,False
3030,42578_4817,4214,60,73,ORG,ihre Bischofe,True
3033,4821,4216,19,27,LOC,romische,False
3035,4824,4216,82,91,LOC,deutschen,False
3040,4830,4222,36,43,LOC,romanam,False
3041,4831,4222,36,43,ORG,romanam,False
3044,4835,4223,92,99,TIME,J. 106.,False
3067,4859,4231,253,259,PER,Papste,False
3071,4866,4237,59,75,ORG,deutschen Reiche,False
3074,4870,4240,58,69,PER,päpstlichen,False
3076,4872,4240,182,188,PER,Kaiser,False
3079,4875,4242,87,94,PER,Wetzlar,False
3081,4877,4244,64,75,PER,päpstlichen,False
3083,32444_42664_4882,4246,47,119,PER,"Anton Joseph Dorsch, Prof. der Philosophie auf der Universität zu Mainz.",True
3087,4887,4253,0,46,MISC,Erste Linien einer Geschichte der Weltweisheit,False
3091,4891_32452_42672_4892,4254,24,47,ORG,"Varrentrapp, und Wenner",True
3105,4915,4272,51,59,ORG,deutsche,False
3107,4918,4272,227,236,ORG,romischen,False
3109,4921,4273,4,12,ORG,deutsche,False
3111,4923,4273,50,62,ORG,griechischen,False
3115,42713_4932,4278,135,155,LOC,in unserm Vaterlande,True
3119,4936,4279,74,82,ORG,deutsche,False
3123,4940,4279,140,145,ORG,Römer,False
3131,32504_42728_4949,4283,18,33,TIME,im 16ten Jahrh.,True
3132,42730_32506_4951,4285,77,123,TIME,vor oder in der ersten Hälfte des 16ten Jahrh.,True
3147,32528_4970,4304,37,62,PER,engländischen Philosophen,True
3151,4980,4320,0,83,MISC,"Drey Reden, am höchsten Nahmensfeste des durchlauchtigsten Churfürsten Carl Theodor",False
3153,42771_32545_4985,4322,29,77,ORG,sittlich okonomischen Gesellschaft zu Burghausen,True
3154,4986,4324,0,148,MISC,"Von den weisen Befehlen guter Regenten und dem willigen Gehorsame der Unterthanen, der Urquelle zum (des) wesentlichen Glücke (Glückes) der Nationen",False
3155,4987,4324,30,38,PER,Regenten,False
3165,5001,4342,130,138,ORG,Bischöfe,False
3173,5009,4346,9,17,ORG,J. Thom.,False
3175,5011,4347,0,19,ORG,Edlen von Trattnern,False
3180,5016,4350,177,185,LOC,deutsche,False
3181,5017,4350,177,185,ORG,deutsche,False
3187,5024,4356,78,87,ORG,deutschen,False
3190,5029,4362,0,67,MISC,Geschichte der Könige Juda und Jsraels nach der Trennung des Neichs,False
3198,5036_32596_42831_5037_5038_5039,4365,11,40,ORG,"Orell, Geßner, Füßly und Comp",True
3207,5048,4370,140,149,PER,Göttliche,False
3209,5050,4371,105,114,PER,Propheten,False
3210,42847_5052,4372,36,66,MISC,biblische Geschichte des A. B.,True
3211,5053,4372,190,200,PER,gottlichen,False
3214,5057,4374,140,149,MISC,Propheten,False
3215,5058,4374,140,149,PER,Propheten,False
3218,5062,4379,4,13,MISC,Propheten,False
3219,5063,4379,4,13,PER,Propheten,False
3220,5064,4379,30,39,LOC,deutschen,False
3221,5065,4379,30,39,ORG,deutschen,False
3230,5078,4385,19,28,PER,Propheten,False
3240,42902_5092,4393,89,117,ORG,alten israelitischen Staates,True
3256,5108,4396,109,119,PER,Karcharias,False
3269,5127,4407,79,113,ORG,altund neutestamentischen Religion,False
3274,42971_5132,4414,97,123,ORG,katholischen Glaubenslehre,True
3278,42979_5138,4417,26,52,ORG,katholischen Glaubenslehre,True
3279,5139,4419,0,29,MISC,Leben und Geschichte des sel.,False
3291,32697_42994_5151,4422,119,129,TIME,im J. 1487,True
3295,32706_43007_5158,4432,18,29,TIME,vom J. 1489,True
3300,32712_43011_5164,4433,108,118,TIME,im J. 1488,True
3306,5170,4435,31,43,MISC,Bruder Claus,False
3320,5204,4462,3,10,PER,J. 1669,False
3346,32793_43086_5239,4490,89,114,PER,heiliger Francisce Xaveri,True
3355,5251,4497,28,39,ORG,christliche,False
3369,5279,4526,69,78,LOC,deutschen,False
3370,5280,4526,69,78,ORG,deutschen,False
3377,32844_43138_5287,4529,292,316,TIME,seit der Ostermesse 1787,True
3378,43140_5288,4529,372,412,ORG,besten deutschen protestantischen Reduer,True
3382,5297,4543,87,99,ORG,Christenthum,False
3398,5316,4565,0,92,MISC,"Von der Liebe zu Gott, besonders wodurch sie sich äußert, und worin sie hanptsächlich besteh",False
3401,5320,4567,0,62,MISC,"Von der Liebe zu Gott, ihrec Beschaffenheit, und ihren Gründen",False
3404,5325,4568,0,36,MISC,"Von der Liebe der Gläubigen, zu Jesu",False
3407,5328,4570,0,41,MISC,"Wer Gott liebt, ist schon auf Erden selig",False
3410,5331,4572,0,65,MISC,"Zwey sichere Mittel, uns zur kindlichen Liebe zu Gott zu gewohnen",False
3413,5334,4575,0,69,MISC,Von dem schuldigen und seligen Gebrauch unserer Zunge zum Lobe Gottes,False
3415,5336,4576,4,70,MISC,"Lob Gottes, als das würdigste und seligste Geschäft eines Christen",False
3417,5338,4578,0,24,MISC,Ueber das wahre Lob Jesu,False
3420,5341,4582,0,30,MISC,Von der Dankbarteit gegen Gott,False
3422,5343,4584,0,53,MISC,Wie muß man sich zur Danlbarkeit gegen Gott erwecken?,False
3426,5348,4588,9,49,MISC,Hochachtung und Ehrerbiethung gegen Gott,False
3428,5350,4590,9,28,MISC,Gehorsam gegen Gott,False
3430,5352,4590,42,81,MISC,"Ermahnung, zu thun, was uns Jesus sagt,",False
3432,5354,4591,13,46,MISC,Nachfolge Gottes und Jesu Christi,False
3433,5355,4592,0,30,MISC,Von der Nachfolge in der Liebe,False
3435,5357,4593,0,30,MISC,Von der Nachfolge Jesu Christi,False
3438,5360,4595,9,27,MISC,Vertrauen auf Gott,False
3440,5363,4597,9,26,MISC,Demuth gegen Gott,False
3442,5365,4598,14,47,MISC,Glaube an Gott und Jesum Christum,False
3445,5368,4601,0,50,MISC,Wie man zum wahren thätigen Glauben gelangen könne,False
3448,5371,4603,0,44,MISC,Geschichte des Seelenleidens Jesu am Oelberg,False
3450,5373,4604,14,36,MISC,Zufriedenheit mit Gott,False
3452,5376,4606,0,40,MISC,Fortsetzung von den Pflichten gegen Gott,False
3453,5377,4607,0,30,MISC,Von der Pflicht Gott zu dienen,False
3455,5379,4609,0,65,MISC,Vom Werthe des gemeinschaftlichen und öffentlichen Gottesdienstes,False
3457,5381,4610,0,42,MISC,Von den Vortheilen einer täglichen Andacht,False
3459,5383,4612,0,92,MISC,"Vom Gottesdienst des Christen in seinem irdischen Berufe, und in seinen täglichen Geschäften",False
3462,5386,4615,0,36,MISC,Von der gottgefälligen Sonntagofeyer,False
3464,5389,4616,0,53,MISC,Von dem frommen Vergnügen an den Feyertagen des Herrn,False
3466,5391,4617,29,85,MISC,Ueber die Verbindlichkeit und Annehmlichkeit des Gebeths,False
3468,5393,4618,0,74,MISC,Von der rechten Beschaffenheit des Gebeths nach der Anweisung Jesu Christi,False
3470,5395,4620,4,48,MISC,Gebeth macht das Herz zufrieden und frohlich,False
3472,5398,4622,0,26,MISC,Ueber die Ermahnung Pauli:,False
3473,5399,4623,0,20,MISC,bethet ohne Unterlaß,False
3475,5401,4624,14,23,MISC,Eidschwur,False
3478,5404,4627,0,95,MISC,"Von dem festen Entschluß eines Christen, den Herrn zu ehren, wenn ihn die ganze Welt verunehrte",False
3480,5406,4629,0,19,MISC,"Vom Religionseifer,",False
3482,5408,4630,14,24,MISC,Bekenntniß,False
3483,5409,4631,0,21,MISC,Jesu und der Religion,False
3485,5411,4632,15,46,MISC,Stätes Andenken an die Religion,False
3487,5413,4633,15,57,MISC,Stärke und Standhaftigkeit in der Religion,False
3489,5415,4634,0,34,MISC,Von den Pflichten gegen uns selbst,False
3491,5417,4636,0,26,MISC,Von der Würde des Menschen,False
3493,5420,4638,0,26,MISC,Von der wahren Selbstliebe,False
3495,5423,4639,13,29,MISC,Selbsterkenntniß,False
3497,5425,4640,13,26,MISC,Selbstprüfung,False
3499,5427,4643,0,51,MISC,"Von der wichtigen Pflicht, uns selbst zu verläugnen",False
3501,5429,4645,0,47,MISC,Von der Vernunftmäßigkeit der Selbstverläugnung,False
3503,5431,4646,13,59,MISC,Sorge für die Seele und für die Ruhe derselben,False
3504,5432,4648,0,50,MISC,Von den Bewegungogründen zur Cultur des Verstandes,False
3506,5434,4649,0,39,MISC,Von der Natur der Cultur des Verstandes,False
3508,5436,4651,0,87,MISC,Wie wir unsern Willen nach dem Beyspiele des allerheiligsten Willens Jesu bilden sollen,False
3510,5438,4652,0,24,MISC,Von der wahren Bekehrung,False
3512,5440,4654,0,32,MISC,Wider den Aufschub der Besserung,False
3514,5442,4656,0,32,MISC,Ueber die Regierung der Gedanken,False
3516,5444,4657,0,44,MISC,Von der Herrschaft über die Einbildungskraft,False
3518,5446,4658,0,52,MISC,Von dem einzigen Wege zur Ruhe der Seele zu gelangen,False
3520,5448,4660,0,43,MISC,Von der Herrschaft über sinnliche Begierden,False
3522,5450,4662,0,22,MISC,Vom Wachsthum im Guten,False
3527,5455,4667,21,36,ORG,k. k. Erblanden,False
3537,5465,4678,21,38,ORG,Gesellschaft Jesu,False
3543,5472,4686,27,48,PER,angehenden Seelsorger,False
3545,5474,4690,260,289,PER,"jungen, angehenden Seelsorger",False
3555,5485,4701,182,192,PER,Seelsorger,False
3557,5488,4705,210,225,PER,Religionsdiener,False
3558,5489,4706,29,36,PER,Theolog,False
3560,5491,4707,60,79,PER,einige Kirchenväter,False
3562,5493,4709,131,148,EVENT,Lesung des Cicero,False
3581,33049_43415_5516,4730,60,90,ORG,bohen CarlsSchule zu Stuttgart,True
3588,33057_43422_5525,4732,0,17,EVENT,"Raths G. Forster,",True
3591,5534,4734,64,77,ORG,holländischem,False
3593,5543,4737,78,87,ORG,deutscher,False
3599,33105_5569,4746,153,196,ORG,neuerrichteten Schulbuchhandlungs⸗Druckerey,True
3620,5616,4763,4,15,ORG,Engelländer,False
3622,43578_5627,4769,33,52,EVENT,lünftige Ostermesse,True
3623,5628,4770,4,29,ORG,Gesellschast der ausländ.,False
3624,5630,4771,0,16,ORG,schenen Geister.,False
3631,5637,4776,0,8,LOC,Diesbach,False
3635,33190_43596_5641,4779,61,97,TIME,im Wintermonathe des 1773sten Jahres,True
3639,33195_43601_5646,4780,9,50,TIME,im November des folgenden 1774sten Jahres,True
3645,43609_33202_5652,4783,177,214,TIME,bis auf den Sept. des 1782sten Jahres,True
3649,33208_43613_5658,4785,14,78,TIME,im Wintermonathe des verflossenen 1787sten Jahres dreyzehn Jahre,True
3650,33209_43614_5659,4785,142,164,TIME,vom Wintermonathe 1787,True
3651,5660,4786,60,80,ORG,Kostnizer Conciliums,False
3653,5662,4787,93,104,ORG,Deutschland,False
3658,5668,4791,5,19,LOC,Helmstädtische,False
3663,33227_43632_5673,4793,70,88,TIME,mensis Martii 1786,True
3667,43638_5677,4796,71,91,LOC,in den k. k. Staaten,True
3668,43637_33232_43639_5678,4796,49,91,ORG,theologischen Schulen in den k. k. Staaten,True
