,document_id,text
273,274,"er nimmt von dieser Verordnung Gelegenheit, sich, wie, bereits oben erwähnt worden, noch besonders auf drey Gegenstände zu verbreiten, und die Verhältnisse der Preßfreyheit in Hinsicht 1. auf Aeligion, 2. auf Staaten und Negenten, 3. auf Privatleute zu bestimmen."
274,275,Jn dem 8. Abschn.
275,276,"handelt der V. von der schriftstellerischen Freyheit, in Absicht auf Religion überhaupt."
276,277,"Er behauptet, das Recht über Religion seine Gedanken mitzutheilen, dürfe gar nicht eingeschränkt werden;"
277,278,"weil es keinen Fall gebe, wo der Gebrauch desselben dem Staate, oder dem Rechte einzelner Menschen einen wirklichen Schaden thun konnte."
278,279,"Nicht andern Rechten der Menschheit konnte eine Schrift über die Religion, selbst wenn sie Gotteoverläugnung enthielte, wirklichen Schaden thun;"
279,280,"weil eine solche Schrift, die Freyheit anderer Menschen, zu denten und zu glauben, nicht gewaltsam beeimträchtige."
280,281,"Jeder behalte ja seine Freyheit: die andern Menschen mögen reden und schreiben, was sie wollen."
281,282,"Niemand werde gezwungen, es zu lesen, geschweige zu glauben."
282,283,Eben so wenig konnte auch irgend eine Schrift über Religion dem Staate selbst unmittelbar (also doch mittelbar?) nachtheilig werden.
283,284,Der Staat sey ie
284,285,bey Schriften über Religion interessirt: er könne durch sie weder gewinnen noch verlieren.
285,286,"(Hier ist es, wo der Verf."
286,287,die Gränzen der Preßfreyheit zu weit ausdehnen will.
287,288,"Rec. ist zwar allerdings überzeugt, daß auch in Ansehung der Religion vernüuftige, und bescheidene Untersuchungen Platz greifen können und müssen, daß folglich auch der Staat das Recht solche Untersuchungen anzustellen, weder hindern solle noch dürfe."
288,289,"Daraus aber, glaube ich, folgt noch gar nicht, daß der Staat allgemeine Druck⸗und Lesefreyheit auch solcher Schriften, die offenbare Jrreligion und Gotteoverläugnung zu verbreiten suchen, gestatten müsse."
289,290,"Läuft nicht bey solchen Schriften die Moralität, Tugend, Rechtschaffenheit ꝛc."
290,291,"Gefahr, verdrängt zu werden?"
291,292,"Oder sollte wohl Atheisterey, wenn sie allgemeiner würde, nicht von schädlichen Folgen seyn?"
292,293,"Und müssen also durch Schriften, welche laut Gottesverläugnung predigen, nicht die Rechte, das Wohl einzelner Jndividuen, wie die Nechte und das Wohl des Staates wirklichen Schaden leiden?"
293,294,"Rec. giebt übrigens gerne zu, daß die Rechte der Jndividuen dadurch nicht gewaltsam beeinträchtiget werden, und dem Staate kein unmittelbarer Nachtheil daraus zufließe;"
294,295,"ist es denn aber nicht eins, ob mir einer geradezu den Dolch in die Brust stößt, oder ob er mir durch ein schleichendes, langsam wirkendes Gift das Leben raubt?"
295,296,"Und ist es für das Jnteresse des Staats nicht von gleichem Nachtheile, ob ich eine offentliche Casse bestehle, oder die Zuflüsse zu derselben hemme?"
296,297,Der Verf. hat ja in dem vorhergeh.
297,298,Abschn.
298,299,"selbst gesagt, daß der Staat zu jeder Einschränkung der Preßfreyheit in einzelnen Fällen das Recht habe, in so fern in diesen Fällen die Gesellschaft oder die Rechte der Einzelnen wirklich leiden sollten, ohne daß er hinzugesetzt hat, die Beeinträchtigung der Rechte anderer Menschen müsse gewaltsam geschehen, und der Schaden der Gesellschaft müsse unmittelbar aus dem Gebrauche der Preßfreyheit herfließen.)"
299,300,"Jn dem 9, 10, und 11. Absch."
300,301,"redet der V. von der schriftstellerischen Freyheit in Absicht auf kirchliche, geoffenbarte, und moralische Religion."
301,302,Unter der kirchlichen Religion versteht er die in einem Staate herrschende Lehrform;
302,303,"unter geoffenbarter Religion keine der bekaunten Lehrformen, sondern bloß die geoffenbarte Religion überhaupt, ohne Bezug auf Secte oder Partey;"
303,304,"und unter moralischer Religion jene Grundsätze der Religion, welche auf die Moralität der Menschen einen näheren Einfluß haben, wie z. B. die Grundsätze von dem Daseyn Gottes, von der Unsterblichkeit der Seele rc."
304,305,Der Beschluß folgt im nächsten Stücke.)
305,306,Pre digten.
306,307,"Nede über die feyerlichen Ordenogelubde, am Sesttage des heil."
307,308,Joh.
308,309,"Bapt., da 6 Novizen auf die Regel des heil."
309,310,"Erzvaters Benedict Profeß thaten, im freyen und unmittelbaren Reichsstifte Elchingen gehalten von G. Zeiler, der Gottesgel."
310,311,D. und Domprediger in Augoburg.
311,312,Mit Genehmigung des hochwürd.
312,313,Ordinariats.
313,314,Augsb.
314,315,in der Joseph Wolffischen Buchh. 1787.
315,316,54 S. gr.
316,317,"8. Hr. Zeiler Domprediger in Augsburg wird von dem Reichsstifte Elchingen eingeladen, bev Gelegenheit, da 6 Novizen die feyerlichen Ordensgelübde ablegen sollen, eine Rede zu halten;"
317,318,"was ist nun unter diesen Umständen natürlicher, als daß Hr Z. eine Lobrede auf die feyerlichen Ordensgelübde entwirft, die Novizen, welche bey diesem Auftritte die Hauptrollen spielen, darin zu den Helden des Stückes macht, und seinen Gegenstand (das Mönchsleben) mit den schmeichelhaftesten, und reizendsten Farben schildert."
318,319,"Gleich im Eingange sagt er, daß eben dieselben Lobsprüche, womit der Erlöser seinen Vorläufer gezieret, sich in einem nahen Verhältnisse auf jene wenden (anwenden) ließen/ die sich durch Ablegung feyerlicher Ordensgelübde zum Mönchsstande bekennen;"
319,320,hierauf folgen die unangemessensten Schmeicheleyen auf die wohlehrw.
320,321,Neuprofessen.
321,322,"Hr. 3. behauptet S. 5. mit voller Zuversicht, daß sie nicht etwa um ihr zeitliches Glück zu verbessern, oder einem thätigen, arbeitsamen, und kummervollen Leben auszuweichen ins Kloster gegangen seyen;"
322,323,(woher doch H. Z. dieses wissen mag?
323,324,Dieß ist doch vielfältig Mönchsberuf!)
324,325,"weiter unten erhebt er sie weit über die Propheten, und auf S. 6. nennet er sie sogar ausdrücklich Engel."
325,326,"So lächerlich es nun auch ist, in unsern Tagen, wo der herrschende Geist des Monchslebens so allgemein bekannt ist, und wo die aufgeklärtesten Regenten es /für ihre heiligste Pflicht halten, dasselbe so viel als möglich, zu reformiren, einen Domprediger auftreten zu sehen, der so viel Aufhebens davon machen will, und der sich nicht entblodet, dem Volte diejenigen als Muster der Tugend zu empfehlen, deren einziges Verdienst darin besteht, daß sie das Klosternoviziat (und die Bildung in solchen Noviziaten kennet man ja auch!) zurückgelegt haben, und sich nun durch feyerliche Gelübde zu dem Mönchsstande verbinden wollen;"
326,327,so konnte man dem H. Dompr.
327,328,"diese seine schiefen, überspannten, und unphilosophischen Begriffe von Monchstugend doch noch eher nachsehen, als seine schändliche Jntoleranz, wovon er ebenfalls in der gegenwärtigen Rede einen auffallenden Beweis liefert."
328,329,Hr. Zr.
329,330,"zieht nämlich als ein rüstiger Controversprediger geradezu wider die Protestanten zu Feld, und will zur Ehre seines (seines ?) Gottes, und seiner h. Kirche, zum Ruhme des freyen Reichstiftes Elchingen, zum Troste der wohlehrwurdigen Neuprofessen, zur Beruhigung lder echtgläubigen rc."
330,331,"wider sie, das ist, wider die Protestanten (also wirklich eine Controverspredigt, wie sie weyl."
331,332,"P. Merz sein würdiger Vorfahrer hielt?) beweisen, daß die feyerlichen Ordensgelubde ein wahrer Gotteodienst, und ein großmüthiges Opfer sind, woran Gott sein besonderes Wohlgefallen trägt."
332,333,"Er führt seiuen Beweis in zwey Theilen: 1) aus der Wesenheit der Ordensgelübde, und 2) aus gewissen Opfern des Alterthums."
333,334,Die Ausführung dieses Beweises ist eines gewöhnlichen Schultheologen ganz würdig.
334,335,"Daß hier und da der Protestanten wieder gedacht werde, versteht sich von selbst;"
335,336,"im zweyten Theile, wo die feyerlichen Ordensgelübde als ein Opfer dargestellt werden, behauptet Hr. Z., daß dieselben das Opfer Abrahams, da er seinen Sohn schlachten wollte, weit übertreffen, und daß sie mit dem Opfer, welches Jesus Christus seinem himmlischen Vater am Kreuze darbrachte, die größte Aehnlichkeit haben;"
336,337,"sie werden ferner die zweyte Taufe genannt, wodurch die Neuprofessen volligen Nachlaß ihrer Sünden erhielten ꝛc."
337,338,— Welcher Unsinn!
338,339,"Hr. 3. wird vielleicht sagen, diese Vorstellungen und Redensarten seyen nicht seine eigenen, sondern er habe sie aus den heil."
339,340,Vätern entlehnt;
340,341,"allein er wird, oder sollte doch wohl auch wissen, daß die heil."
341,342,"Väter bey dem vielen Guten, daß sie enthalten, aus Mangel ächter Philosophie, sehr oft unrichtige, schiefe, und überspannte Begriffe von Dingen hatten, die höchstens noch dem Geiste ihres Zeitalters gemäß waren, dem gegenwärtigen Grade der Cultur aber gar nicht anpassend sind;"
342,343,"und folglich nuch nicht mehr verdienen, aus ihren Schriften auogehoben, und vorgetragen zu werden."
343,344,"G.. P. Rede über Prediger, 9, 12. aus Gelegenheit der am 8. Sept. 1787 zu Tieffe nbach entstandenen Feuersbrunst, wobey ein Vater, der sein Kind aus den Flammen retten wollte, sammt dem Kinde jämmerlich verbrannte, gehalten von Ph."
344,345,Jos.
345,346,"Brunner Pfarrern (Pfarrer) zu Liefenbach, im unmittelbaren Neichsritterstifte Odenheim Speyerischen Bisthums."
346,347,"Zuin Besten der bey dem Brande Verunglückten, und Beschädigten."
347,348,Speyer gedruckt mit Enderesischen Schriften.
348,349,Auch eine Gelegenheitsrede!
349,350,"Aber von einer zanz andern Art, als die vorhergehende."
350,351,"Jene, das Produet eines Dompredigers, zeichnet sich weder durch rednerische Vorzüge aus, noch enthält sie das Geringste, was den Verstand oder das Herz des Verf. empfehlen konnte;"
351,352,"und diese, das Werk eines Dorfpfarrers, ist nicht allein ein guKurzgefaßte Todesf all."
352,353,Jn der Nacht vom 2 — auf den 29sten December 787.
353,354,"ist P. Constantinus Langhaider, Benedictiner von Kremsmünster, Hochs."
354,355,"Salzburgischer geheimer Rath, und Rector magnisicus an der hiesigen boben Schnle, ein wegen verschiedener Schriften aus dem Kitchenrechte, beruhter Gelehrter, im orsten Jahre seines Alters ver tes Mnster von männlicher Beredsamkeit, sondern liefert zugleich die unverkennbarsten Züge von der aufgeklärten Denkart und menschenfreundlichen Gesinnung des Redners."
355,356,"Hr. Brunner, ein junger, thätiger, und helldenkender katholischer Geistlicher, hatte sein Amt als Pfarrer zu Tiefenbach, noch nicht lange angetreten, als in gedachtem Dorfe Feuer ausbrach, wobey nicht allein 3 Häuser, sondern auch ein Mann, der beseelt von Vatersliebe durch die Flammenstraße sich drängte, um sein Kind zu retten, mit diesem ein unglückliches Opfer der verzehrenden Flammen wurden;"
356,357,"dieser traurige Vorfall war die Veranlassung der gegenwärtigen Standrede, welche Hr. Br."
357,358,bey der Beerdigung dieses Märtyrers aus väterlicher Liebe hielt.
358,359,Der Plan seiner Rede ist folgender:
359,360,Voran steht das lebhafteste und rührendste Gemälde des ammervollen Auftrittes mit der wärmsten Herzenssprache gezeichnet;
360,361,"hierauf folgen die wirtsamsten Trostgründe, welche der ächte Philosoph, und Christ, im Unglücke aus richtigen Begriffen von der göttlichen Weisheit und Vorsicht hernimmt, mit Nachdruck und Salbung vorgetragen;"
361,362,"und diese Grundsätze geben unserm Redner Gelegenheit von dem hoffnungsvollen Schicksale zu reden, das dem unglücklichen Vater in der Ewigkeit zu Theile geworden seyn mag."
362,363,"Hr. Br. trägt hier alles vor, was zur Beruhigung seiner geängstigten Gemeine über diesen Punct dienen kann."
363,364,"Wie wahr, wie angemessen der Vernunft, und der Offenbarung, sind seine Gedanken hierüber, und wie herzdurchdringend, wie hinreißend seine Sprache!"
364,365,— Den Beschluß dieser herrlichen Rede macht ein auf die Umstände passender Affect.
365,366,Einige unbestimmten Ausdrücke wird man dem Hrn. Br.
366,367,"gern verzeihen, wenn man bedenkt, daß er diese Rede flüchtig niedergeschrieben hat."
367,368,"Zur Ehre des vortrefflichen Hrn. B. v. Beroldingen, Dommherrn zu Speyer und Hildesheim, dann Canonicus des Ritterstiftes Odenheim muß hiernoch angemertt werden, daß dieser erhabene Menschenfreund den Druck dieser Rede auf seine eigene Kosten veranstaltet, und den Verschleiß davon zum Besten der Unglücklichen selbst übernommen hat."
368,369,G.. P. Nachrichten.
369,370,schleden.
370,371,Er hat dieser Würde zwey und zwanzig Jahre lang vorgestanden.
371,372,Für Liebhaber der Forstöconomie wird Frevhert von Moser zu Ulm in gegenwartigem Jahre ein Forstardiv berausgeben;
372,373,und nächstens wird iu Stuttgard eint Forst⸗ und Jagdbibliothek m Dras rscheinen .
373,374,Philo sophieUiber Preßfreyheit und deren Gränzen.
374,375,"Zur Beherzigung für Regenten, Censoren, und Schriftsteller."
375,376,1787.
376,377,134 S. 8. (Beschl.
377,378,der in dem 1ten und 2ten St. abgebr.
378,379,Anz.)
379,380,Jn Ansehung der kirchlichen Religion wirft der Verf.
380,381,folgende Fragen auf:
381,382,"1. Soll sie der Staat schützen, d. h., soll er jede physische Gewalt abwenden, welche ihre Bekenner in dem Bekenntnisse und der Ausübung derselben hindern will?"
382,383,"Diese Frage beantwortet er damit, daß er sagt: Das ist er, (der Staat) auch jeder anderen Religion schuldig."
383,384,"Er soll jeden Menschen seine Religion glauben, und ausüben lassen, und gegen gewaltsame Beeinträchtigung derselben sichern."
384,385,"(Der Versasser gesteht also nicht bloß der in einem Staate herrschenden Lehrform, sondern jeder Gattung von kirchlicher Religion, den rechtlichen Anspruch auf Duldung und auf thätigen Schutz, wodurch jede gewaltsame Beeinträchtigung von derselben abgehalten wird, zu."
385,386,"Es müßte also gar keinen Fall geben können, in welchem irgend eine Gattung der kirchlichen Religion den Zwecken eines Staats entgegenstünde?"
386,387,Wer wird dieses mit Grunde behaupten konnen?
387,388,"Und wie ist es denn in jenen Fällen, wo Verträge zwischen Unterthanen und Regenten über eine bestimmte kirchliche Lehrform vorhanden sind?"
388,389,Sind wohl diese Verträge an sich schon nichtig?)
389,390,Der Verf. fragt 2:
390,391,"Soll er (der Staat) moralische Kräfte abwenden d. h., nicht dulden, daß man sie (die herrschende Lehrform) widerlege?"
391,392,Warum dieß?
392,393,"Jst die im Staate privilegirte Religion wiederleglich, so muß ihm die Wahrheit über alles heilig seyn, und er muß keinen hindern, die Wahrheit an den Tag zu bringen, und den Jrrthum zu entlarven."
393,394,Jst sie aber unwiderleglich;
394,395,so braucht sie ja keinen Schutz des Staates.
395,396,"Bey der Wahrheit gilt kein Schutz, als der Schutz der Gründe, und Beweise; und eine Religion, die nicht auf ihre Beweise sich verlassen kann, und den weltlichen Arm anfleht, sich zu erhalten, ist schon darum verdächtig."
396,397,"(Es ist an sich gewiß ganz richtig, daß die Wahrheit ihre Stärke in sich selbst hat, und daß Gründe und Beweise, die in ihr selbst liegen, ihr zum Schutze dienen;"
397,398,"aber lehret nicht die Erfahrung, daß sie dieser ihrer inneren Stärke, und dieses mächtigen Schutzes ungeachtet häufig verkannt und unterdrückt werde?"
398,399,"Jst es also nicht zum Besten der Menschheit zu wünschen, daß die Wahrheit auch von Außen unterstützt werde, und bey jenen, die an Macht oder Einsichten andern überlegen sind, Schutz finde?"
399,400,Und warum sollten die Wahrheiten der Religion dieses Schutzes beraubt seyn?)
400,401,Zum Flor des Staats kann eine besondere Lehrform nichts beytragen;
401,402,"alle Religion.parteyen, welche den Glauben an Gott, und Tigend behaupten, und Fleiß, Arbeitsamkeit, Rechtschaffenheit, Treue gegen den Fürsten u. s. w. empfehlen, sind dem Staate, in gleichem Grade zuträglich;"
402,403,die Unterscheidungslehren oder gottesdienstlichen Gebräuche liefern nicht den mindesten eigenen Beytrag zum Glücke der menschlichen Gesellschaft.
403,404,( Anch hier kann Rec.
404,405,der Meinung des V. nicht beytreten;
405,406,"denn kann es wohl der menslichen Gesellschaft gleichgültig seyn, ob die einzelnen Glieder derselben mürrische Kopfhänger, Fanatiker, abergläubische Mönchsanhänger ꝛc. sind, oder nicht?"
